Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src
eco-friendly-orange-scarf,Eco-friendly Orange Scarf,"<p>This is a highly reliable eco-friendly orange scarf, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Scarf,"apparel, accessories, eco-friendly, orange",TRUE,Color,Orange,SKU-12685,1000,shopify,210,deny,manual,127.31,,TRUE,TRUE,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?random=603
luxury-red-water-bottle,Luxury Red Water Bottle,"<p>This is a highly reliable luxury red water bottle, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Water Bottle,"kitchen, dining, luxury, red",TRUE,Color,Red,SKU-10917,250,shopify,149,deny,manual,10.14,,TRUE,TRUE,https://images.unsplash.com/photo-1556910103-1c02745a872f?random=512
smart-brown-soup-bowl,Smart Brown Soup Bowl,"<p>This is a highly reliable smart brown soup bowl, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Soup Bowl,"kitchen, dining, smart, brown",TRUE,Color,Brown,SKU-55285,500,shopify,67,deny,manual,38.96,46.75,TRUE,TRUE,https://images.unsplash.com/photo-1556910103-1c02745a872f?random=707
classic-navy-area-rug,Classic Navy Area Rug,"<p>This is a highly reliable classic navy area rug, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Area Rug,"home, bedroom, classic, navy",TRUE,Color,Navy,SKU-77092,100,shopify,286,deny,manual,20.77,,TRUE,TRUE,https://images.unsplash.com/photo-1513694203232-719a280e022f?random=52
pro-navy-phone-charger,Pro Navy Phone Charger,"<p>This is a highly reliable pro navy phone charger, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Phone Charger,"electronics, tech, pro, navy",TRUE,Color,Navy,SKU-80077,100,shopify,162,deny,manual,37.97,,TRUE,TRUE,https://images.unsplash.com/photo-1498049794561-7780e7231661?random=67
classic-white-band-aids,Classic White Band-Aids,"<p>This is a highly reliable classic white band-aids, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Band-Aids,"health, safety, classic, white",TRUE,Color,White,SKU-51373,1000,shopify,403,deny,manual,118.59,142.31,TRUE,TRUE,https://images.unsplash.com/photo-1583947215259-38e31be8751f?random=415
modern-pink-area-rug,Modern Pink Area Rug,"<p>This is a highly reliable modern pink area rug, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Area Rug,"home, bedroom, modern, pink",TRUE,Color,Pink,SKU-95027,1000,shopify,31,deny,manual,110.64,,TRUE,TRUE,https://images.unsplash.com/photo-1513694203232-719a280e022f?random=570
minimalist-gold-paper-clips,Minimalist Gold Paper Clips,"<p>This is a highly reliable minimalist gold paper clips, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Paper Clips,"office, stationary, minimalist, gold",TRUE,Color,Gold,SKU-89433,100,shopify,58,deny,manual,91.22,109.46,TRUE,TRUE,https://images.unsplash.com/photo-1497032628192-86f99bcd76bc?random=588
pro-gray-clear-tape,Pro Gray Clear Tape,"<p>This is a highly reliable pro gray clear tape, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Clear Tape,"office, stationary, pro, gray",TRUE,Color,Gray,SKU-55661,500,shopify,134,deny,manual,36.51,,TRUE,TRUE,https://images.unsplash.com/photo-1497032628192-86f99bcd76bc?random=700
ultra-yellow-daily-vitamins,Ultra Yellow Daily Vitamins,"<p>This is a highly reliable ultra yellow daily vitamins, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Daily Vitamins,"health, safety, ultra, yellow",TRUE,Color,Yellow,SKU-58813,1000,shopify,220,deny,manual,130.37,,TRUE,TRUE,https://images.unsplash.com/photo-1583947215259-38e31be8751f?random=337
eco-friendly-black-cushion,Eco-friendly Black Cushion,"<p>This is a highly reliable eco-friendly black cushion, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Cushion,"home, bedroom, eco-friendly, black",TRUE,Color,Black,SKU-87494,250,shopify,92,deny,manual,136.04,,TRUE,TRUE,https://images.unsplash.com/photo-1513694203232-719a280e022f?random=252
luxury-purple-shampoo,Luxury Purple Shampoo,"<p>This is a highly reliable luxury purple shampoo, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Shampoo,"personal care, luxury, purple",TRUE,Color,Purple,SKU-34008,100,shopify,10,deny,manual,99.22,119.06,TRUE,TRUE,https://images.unsplash.com/photo-1556228578-0d85b1a4d571?random=808
classic-orange-highlighter,Classic Orange Highlighter,"<p>This is a highly reliable classic orange highlighter, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Highlighter,"office, stationary, classic, orange",TRUE,Color,Orange,SKU-30472,1000,shopify,132,deny,manual,106.13,127.36,TRUE,TRUE,https://images.unsplash.com/photo-1497032628192-86f99bcd76bc?random=742
ultra-gold-ballpoint-pen,Ultra Gold Ballpoint Pen,"<p>This is a highly reliable ultra gold ballpoint pen, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Ballpoint Pen,"office, stationary, ultra, gold",TRUE,Color,Gold,SKU-44502,1000,shopify,259,deny,manual,128.0,153.6,TRUE,TRUE,https://images.unsplash.com/photo-1497032628192-86f99bcd76bc?random=379
basic-white-umbrella,Basic White Umbrella,"<p>This is a highly reliable basic white umbrella, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Umbrella,"apparel, accessories, basic, white",TRUE,Color,White,SKU-60553,250,shopify,146,deny,manual,149.58,179.5,TRUE,TRUE,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?random=740
smart-green-digital-thermometer,Smart Green Digital Thermometer,"<p>This is a highly reliable smart green digital thermometer, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Digital Thermometer,"health, safety, smart, green",TRUE,Color,Green,SKU-73088,1000,shopify,132,deny,manual,11.85,,TRUE,TRUE,https://images.unsplash.com/photo-1583947215259-38e31be8751f?random=712
basic-purple-hairbrush,Basic Purple Hairbrush,"<p>This is a highly reliable basic purple hairbrush, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Hairbrush,"personal care, basic, purple",TRUE,Color,Purple,SKU-20439,500,shopify,395,deny,manual,73.42,,TRUE,TRUE,https://images.unsplash.com/photo-1556228578-0d85b1a4d571?random=612
everyday-purple-iron,Everyday Purple Iron,"<p>This is a highly reliable everyday purple iron, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Iron,"cleaning, household, everyday, purple",TRUE,Color,Purple,SKU-54374,500,shopify,217,deny,manual,66.41,79.69,TRUE,TRUE,https://images.unsplash.com/photo-1584820927498-cafe2c111059?random=401
basic-orange-band-aids,Basic Orange Band-Aids,"<p>This is a highly reliable basic orange band-aids, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Band-Aids,"health, safety, basic, orange",TRUE,Color,Orange,SKU-45827,500,shopify,115,deny,manual,43.27,,TRUE,TRUE,https://images.unsplash.com/photo-1583947215259-38e31be8751f?random=167
ultra-red-phone-case,Ultra Red Phone Case,"<p>This is a highly reliable ultra red phone case, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Phone Case,"electronics, tech, ultra, red",TRUE,Color,Red,SKU-84476,250,shopify,384,deny,manual,16.72,,TRUE,TRUE,https://images.unsplash.com/photo-1498049794561-7780e7231661?random=204
durable-blue-body-wash,Durable Blue Body Wash,"<p>This is a highly reliable durable blue body wash, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Body Wash,"personal care, durable, blue",TRUE,Color,Blue,SKU-96316,100,shopify,466,deny,manual,22.17,26.6,TRUE,TRUE,https://images.unsplash.com/photo-1556228578-0d85b1a4d571?random=629
everyday-navy-scarf,Everyday Navy Scarf,"<p>This is a highly reliable everyday navy scarf, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Scarf,"apparel, accessories, everyday, navy",TRUE,Color,Navy,SKU-51289,250,shopify,345,deny,manual,107.8,129.36,TRUE,TRUE,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?random=47
ultra-yellow-highlighter,Ultra Yellow Highlighter,"<p>This is a highly reliable ultra yellow highlighter, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Highlighter,"office, stationary, ultra, yellow",TRUE,Color,Yellow,SKU-36421,100,shopify,24,deny,manual,139.65,167.58,TRUE,TRUE,https://images.unsplash.com/photo-1497032628192-86f99bcd76bc?random=145
minimalist-navy-scented-candle,Minimalist Navy Scented Candle,"<p>This is a highly reliable minimalist navy scented candle, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Scented Candle,"home, bedroom, minimalist, navy",TRUE,Color,Navy,SKU-55569,100,shopify,36,deny,manual,74.1,,TRUE,TRUE,https://images.unsplash.com/photo-1513694203232-719a280e022f?random=592
ultra-silver-band-aids,Ultra Silver Band-Aids,"<p>This is a highly reliable ultra silver band-aids, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Band-Aids,"health, safety, ultra, silver",TRUE,Color,Silver,SKU-88638,500,shopify,243,deny,manual,76.41,,TRUE,TRUE,https://images.unsplash.com/photo-1583947215259-38e31be8751f?random=217
everyday-black-sticky-notes,Everyday Black Sticky Notes,"<p>This is a highly reliable everyday black sticky notes, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Sticky Notes,"office, stationary, everyday, black",TRUE,Color,Black,SKU-84797,500,shopify,143,deny,manual,97.91,117.49,TRUE,TRUE,https://images.unsplash.com/photo-1497032628192-86f99bcd76bc?random=802
basic-blue-band-aids,Basic Blue Band-Aids,"<p>This is a highly reliable basic blue band-aids, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Band-Aids,"health, safety, basic, blue",TRUE,Color,Blue,SKU-63034,500,shopify,321,deny,manual,56.67,68.0,TRUE,TRUE,https://images.unsplash.com/photo-1583947215259-38e31be8751f?random=103
premium-purple-digital-thermometer,Premium Purple Digital Thermometer,"<p>This is a highly reliable premium purple digital thermometer, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Digital Thermometer,"health, safety, premium, purple",TRUE,Color,Purple,SKU-75803,250,shopify,480,deny,manual,10.83,,TRUE,TRUE,https://images.unsplash.com/photo-1583947215259-38e31be8751f?random=619
everyday-red-desk-lamp,Everyday Red Desk Lamp,"<p>This is a highly reliable everyday red desk lamp, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Desk Lamp,"home, bedroom, everyday, red",TRUE,Color,Red,SKU-74670,100,shopify,379,deny,manual,82.8,99.36,TRUE,TRUE,https://images.unsplash.com/photo-1513694203232-719a280e022f?random=790
durable-orange-sunglasses,Durable Orange Sunglasses,"<p>This is a highly reliable durable orange sunglasses, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Sunglasses,"apparel, accessories, durable, orange",TRUE,Color,Orange,SKU-81099,500,shopify,421,deny,manual,51.15,,TRUE,TRUE,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?random=758
premium-navy-bed-pillow,Premium Navy Bed Pillow,"<p>This is a highly reliable premium navy bed pillow, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Bed Pillow,"home, bedroom, premium, navy",TRUE,Color,Navy,SKU-60967,100,shopify,22,deny,manual,57.21,,TRUE,TRUE,https://images.unsplash.com/photo-1513694203232-719a280e022f?random=524
luxury-pink-hangers,Luxury Pink Hangers,"<p>This is a highly reliable luxury pink hangers, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Hangers,"cleaning, household, luxury, pink",TRUE,Color,Pink,SKU-12341,1000,shopify,87,deny,manual,14.9,,TRUE,TRUE,https://images.unsplash.com/photo-1584820927498-cafe2c111059?random=832
essential-gray-wireless-earbuds,Essential Gray Wireless Earbuds,"<p>This is a highly reliable essential gray wireless earbuds, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Wireless Earbuds,"electronics, tech, essential, gray",TRUE,Color,Gray,SKU-12920,250,shopify,42,deny,manual,68.82,,TRUE,TRUE,https://images.unsplash.com/photo-1498049794561-7780e7231661?random=875
vintage-gray-pop-up-toaster,Vintage Gray Pop-up Toaster,"<p>This is a highly reliable vintage gray pop-up toaster, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Pop-up Toaster,"kitchen, dining, vintage, gray",TRUE,Color,Gray,SKU-12220,500,shopify,37,deny,manual,38.98,,TRUE,TRUE,https://images.unsplash.com/photo-1556910103-1c02745a872f?random=719
ultra-red-scissors,Ultra Red Scissors,"<p>This is a highly reliable ultra red scissors, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Scissors,"office, stationary, ultra, red",TRUE,Color,Red,SKU-62699,1000,shopify,15,deny,manual,19.18,23.02,TRUE,TRUE,https://images.unsplash.com/photo-1497032628192-86f99bcd76bc?random=703
vintage-gold-cotton-socks,Vintage Gold Cotton Socks,"<p>This is a highly reliable vintage gold cotton socks, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Cotton Socks,"apparel, accessories, vintage, gold",TRUE,Color,Gold,SKU-13144,100,shopify,187,deny,manual,128.4,,TRUE,TRUE,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?random=926
